time	V(n001)	V(n003)
0.000000000000000e+00	0.000000e+00	0.000000e+00
4.581578319724231e-07	1.439939e-02	-1.663107e-07
9.163156639448463e-07	2.878869e-02	-3.130265e-08
1.374473495917269e-06	4.316790e-02	4.050241e-07
1.832631327889693e-06	5.753701e-02	1.142670e-06
2.290789159862116e-06	7.189603e-02	2.181634e-06
2.748946991834539e-06	8.624496e-02	3.521917e-06
3.207104823806961e-06	1.005838e-01	5.163518e-06
4.183667323806961e-06	1.310557e-01	1.100175e-05
5.160229823806961e-06	1.614043e-01	1.986110e-05
6.136792323806961e-06	1.916009e-01	3.250130e-05
7.113354823806961e-06	2.216172e-01	4.953867e-05
8.089917323806962e-06	2.514250e-01	7.155840e-05
9.066479823806963e-06	2.809961e-01	9.911517e-05
1.004304232380696e-05	3.103027e-01	1.327337e-04
1.101960482380696e-05	3.393174e-01	1.729092e-04
1.199616732380697e-05	3.680126e-01	2.201081e-04
1.297272982380697e-05	3.963615e-01	2.747686e-04
1.492585482380697e-05	4.519138e-01	4.080874e-04
1.687897982380697e-05	5.057653e-01	5.758218e-04
1.980866732380697e-05	5.829117e-01	8.973828e-04
2.273835482380698e-05	6.551238e-01	1.308829e-03
2.566804232380698e-05	7.217901e-01	1.815046e-03
2.859772982380698e-05	7.823464e-01	2.419067e-03
3.152741732380698e-05	8.362799e-01	3.122173e-03
3.445710482380698e-05	8.831342e-01	3.923991e-03
3.710777446666413e-05	9.194274e-01	4.744385e-03
3.975844410952127e-05	9.489748e-01	5.630845e-03
4.240911375237842e-05	9.717766e-01	6.583371e-03
4.505978339523557e-05	9.878327e-01	7.601962e-03
4.771045303809271e-05	9.971432e-01	8.686620e-03
5.036112268094986e-05	9.997079e-01	9.837343e-03
5.301179232380700e-05	9.955270e-01	1.105413e-02
5.622049768094986e-05	9.799721e-01	1.260862e-02
5.942920303809272e-05	9.553642e-01	1.417956e-02
6.263790839523558e-05	9.217031e-01	1.576697e-02
6.584661375237845e-05	8.789889e-01	1.737083e-02
6.905531910952130e-05	8.272216e-01	1.899116e-02
7.226402446666417e-05	7.664013e-01	2.062794e-02
7.547272982380702e-05	6.965278e-01	2.228118e-02
7.756536375237845e-05	6.472893e-01	2.332525e-02
7.965799768094989e-05	5.958383e-01	2.433865e-02
8.175063160952131e-05	5.421747e-01	2.532137e-02
8.384326553809274e-05	4.862985e-01	2.627342e-02
8.593589946666418e-05	4.282098e-01	2.719479e-02
8.802853339523560e-05	3.679084e-01	2.808549e-02
9.012116732380703e-05	3.053945e-01	2.894552e-02
9.123723875237846e-05	2.717209e-01	2.938230e-02
9.235331018094990e-05	2.378182e-01	2.980475e-02
9.346938160952132e-05	2.036866e-01	3.021287e-02
9.458545303809275e-05	1.693260e-01	3.060667e-02
9.570152446666419e-05	1.347364e-01	3.098615e-02
9.681759589523561e-05	9.991777e-02	3.135130e-02
9.793366732380704e-05	6.487017e-02	3.170212e-02
1.018399173238070e-04	-5.777052e-02	3.279782e-02
1.033745155380928e-04	-1.060888e-01	3.317295e-02
1.049091137523785e-04	-1.538865e-01	3.351277e-02
1.064437119666642e-04	-2.011635e-01	3.381730e-02
1.079783101809499e-04	-2.479199e-01	3.408652e-02
1.095129083952356e-04	-2.941556e-01	3.432044e-02
1.110475066095213e-04	-3.398707e-01	3.451905e-02
1.125821048238071e-04	-3.850652e-01	3.468237e-02
1.134191583952356e-04	-4.092387e-01	3.475508e-02
1.142562119666642e-04	-4.330887e-01	3.481660e-02
1.150932655380928e-04	-4.566151e-01	3.486692e-02
1.159303191095213e-04	-4.798180e-01	3.490604e-02
1.167673726809499e-04	-5.026973e-01	3.493397e-02
1.176044262523785e-04	-5.252531e-01	3.495070e-02
1.184414798238071e-04	-5.474853e-01	3.495624e-02
1.196970601809499e-04	-5.801765e-01	3.494305e-02
1.209526405380928e-04	-6.118466e-01	3.490476e-02
1.222082208952356e-04	-6.424956e-01	3.484135e-02
1.234638012523785e-04	-6.721236e-01	3.475283e-02
1.247193816095213e-04	-7.007304e-01	3.463921e-02
1.259749619666642e-04	-7.283163e-01	3.450047e-02
1.272305423238071e-04	-7.548810e-01	3.433663e-02
1.294626851809499e-04	-7.993930e-01	3.397932e-02
1.316948280380928e-04	-8.395456e-01	3.355232e-02
1.339269708952356e-04	-8.753387e-01	3.305563e-02
1.361591137523785e-04	-9.067723e-01	3.248923e-02
1.383912566095214e-04	-9.338466e-01	3.185315e-02
1.406233994666642e-04	-9.565613e-01	3.114736e-02
1.428555423238071e-04	-9.749167e-01	3.037189e-02
1.456457208952356e-04	-9.905867e-01	2.930641e-02
1.484358994666642e-04	-9.986675e-01	2.817983e-02
1.512260780380928e-04	-9.991592e-01	2.699214e-02
1.540162566095214e-04	-9.920618e-01	2.574336e-02
1.568064351809499e-04	-9.773752e-01	2.443348e-02
1.595966137523785e-04	-9.550996e-01	2.306249e-02
1.623867923238071e-04	-9.252347e-01	2.163040e-02
1.647584441095214e-04	-8.938310e-01	2.039611e-02
1.671300958952357e-04	-8.580363e-01	1.916638e-02
1.695017476809499e-04	-8.178504e-01	1.794122e-02
1.718733994666642e-04	-7.732734e-01	1.672064e-02
1.742450512523785e-04	-7.243054e-01	1.550462e-02
1.766167030380928e-04	-6.709463e-01	1.429317e-02
1.789883548238071e-04	-6.131961e-01	1.308628e-02
1.809414798238071e-04	-5.636030e-01	1.212657e-02
1.828946048238071e-04	-5.118886e-01	1.118914e-02
1.848477298238071e-04	-4.582476e-01	1.027743e-02
1.868008548238071e-04	-4.028819e-01	9.394808e-03
1.887539798238071e-04	-3.459997e-01	8.544501e-03
1.907071048238071e-04	-2.878154e-01	7.729634e-03
1.926602298238071e-04	-2.285477e-01	6.953191e-03
1.946133548238071e-04	-1.684199e-01	6.218014e-03
1.965664798238071e-04	-1.076582e-01	5.526789e-03
1.985196048238071e-04	-4.649122e-02	4.882035e-03
2.004727298238071e-04	1.485070e-02	4.286099e-03
2.024258548238071e-04	7.613672e-02	3.741143e-03
2.043789798238071e-04	1.371362e-01	3.249136e-03
2.063321048238071e-04	1.976195e-01	2.811850e-03
2.082852298238071e-04	2.573590e-01	2.430848e-03
2.102383548238071e-04	3.161299e-01	2.107484e-03
2.121914798238071e-04	3.737109e-01	1.842893e-03
2.141446048238071e-04	4.298854e-01	1.637992e-03
2.160977298238071e-04	4.844419e-01	1.493469e-03
2.180508548238071e-04	5.371751e-01	1.409789e-03
2.200039798238071e-04	5.878864e-01	1.387184e-03
2.219571048238071e-04	6.363851e-01	1.425661e-03
2.239102298238071e-04	6.824886e-01	1.524993e-03
2.258633548238071e-04	7.260233e-01	1.684725e-03
2.278164798238071e-04	7.668254e-01	1.904176e-03
2.307461673238071e-04	8.225721e-01	2.343283e-03
2.336758548238071e-04	8.713555e-01	2.910677e-03
2.366055423238071e-04	9.127627e-01	3.601286e-03
2.395352298238072e-04	9.464433e-01	4.408993e-03
2.424649173238072e-04	9.721121e-01	5.326690e-03
2.452550958952357e-04	9.888592e-01	6.318487e-03
2.480452744666643e-04	9.980100e-01	7.372683e-03
2.508354530380929e-04	9.995647e-01	8.489277e-03
2.536256316095215e-04	9.935231e-01	9.668269e-03
2.564158101809500e-04	9.798852e-01	1.090966e-02
2.592059887523786e-04	9.586511e-01	1.221345e-02
2.619961673238072e-04	9.298208e-01	1.357964e-02
2.649258548238072e-04	8.908786e-01	1.504972e-02
2.678555423238072e-04	8.455158e-01	1.650625e-02
2.707852298238072e-04	7.937324e-01	1.794923e-02
2.737149173238072e-04	7.355283e-01	1.937865e-02
2.766446048238072e-04	6.709035e-01	2.079452e-02
2.795742923238072e-04	5.998581e-01	2.219683e-02
2.825039798238072e-04	5.223920e-01	2.358559e-02
2.841780869666643e-04	4.765077e-01	2.434179e-02
2.858521941095215e-04	4.296378e-01	2.507252e-02
2.875263012523786e-04	3.817822e-01	2.577776e-02
2.892004083952357e-04	3.329410e-01	2.645751e-02
2.908745155380929e-04	2.831142e-01	2.711179e-02
2.925486226809500e-04	2.323016e-01	2.774058e-02
2.942227298238072e-04	1.805035e-01	2.834389e-02
2.949202744666644e-04	1.588817e-01	2.858425e-02
2.956178191095215e-04	1.372097e-01	2.881868e-02
2.963153637523787e-04	1.154874e-01	2.904717e-02
2.970129083952357e-04	9.371502e-02	2.926972e-02
2.977104530380929e-04	7.189239e-02	2.948634e-02
2.984079976809501e-04	5.001956e-02	2.969702e-02
2.991055423238072e-04	2.809652e-02	2.990177e-02
3.020352298238072e-04	-6.389508e-02	3.069054e-02
3.035698280380929e-04	-1.121879e-01	3.105868e-02
3.051044262523787e-04	-1.599463e-01	3.139170e-02
3.066390244666644e-04	-2.071701e-01	3.168961e-02
3.081736226809501e-04	-2.538595e-01	3.195242e-02
3.097082208952358e-04	-3.000144e-01	3.218011e-02
3.112428191095215e-04	-3.456348e-01	3.237270e-02
3.127774173238072e-04	-3.907207e-01	3.253017e-02
3.137539798238072e-04	-4.188368e-01	3.261030e-02
3.147305423238072e-04	-4.464948e-01	3.267524e-02
3.157071048238072e-04	-4.736949e-01	3.272499e-02
3.166836673238072e-04	-5.004369e-01	3.275955e-02
3.176602298238072e-04	-5.267210e-01	3.277891e-02
3.186367923238072e-04	-5.525471e-01	3.278309e-02
3.196133548238072e-04	-5.779151e-01	3.277208e-02
