v1	I(D1)
7.340000000000005e-01	2.110970e-02
7.350000000000005e-01	2.194184e-02
7.360000000000005e-01	2.280677e-02
7.370000000000005e-01	2.370580e-02
7.380000000000005e-01	2.464027e-02
7.390000000000005e-01	2.561158e-02
7.400000000000005e-01	2.662117e-02
7.410000000000005e-01	2.767057e-02
7.420000000000005e-01	2.876133e-02
7.430000000000005e-01	2.989508e-02
7.440000000000005e-01	3.107353e-02
7.450000000000006e-01	3.229843e-02
7.460000000000006e-01	3.357162e-02
7.470000000000006e-01	3.489500e-02
7.480000000000006e-01	3.627054e-02
7.490000000000006e-01	3.770030e-02
7.500000000000006e-01	3.918643e-02
7.510000000000006e-01	4.073114e-02
7.520000000000006e-01	4.233674e-02
7.530000000000006e-01	4.400563e-02
7.540000000000006e-01	4.574031e-02
7.550000000000006e-01	4.754337e-02
7.560000000000006e-01	4.941750e-02
7.570000000000006e-01	5.136551e-02
7.580000000000006e-01	5.339031e-02
7.590000000000006e-01	5.549493e-02
7.600000000000006e-01	5.768251e-02
7.610000000000006e-01	5.995632e-02
7.620000000000006e-01	6.231977e-02
7.630000000000006e-01	6.477638e-02
7.640000000000006e-01	6.732983e-02
7.650000000000006e-01	6.998394e-02
7.660000000000006e-01	7.274267e-02
7.670000000000006e-01	7.561015e-02
7.680000000000006e-01	7.859066e-02
7.690000000000006e-01	8.168866e-02
7.700000000000006e-01	8.490878e-02
7.710000000000006e-01	8.825585e-02
7.720000000000006e-01	9.173484e-02
7.730000000000006e-01	9.535098e-02
7.740000000000006e-01	9.910966e-02
7.750000000000006e-01	1.030165e-01
7.760000000000006e-01	1.070774e-01
7.770000000000006e-01	1.112983e-01
7.780000000000006e-01	1.156856e-01
7.790000000000006e-01	1.202459e-01
7.800000000000006e-01	1.249859e-01
7.810000000000006e-01	1.299128e-01
7.820000000000006e-01	1.350339e-01
7.830000000000006e-01	1.403569e-01
7.840000000000006e-01	1.458897e-01
7.850000000000006e-01	1.516405e-01
7.860000000000006e-01	1.576181e-01
7.870000000000006e-01	1.638314e-01
7.880000000000006e-01	1.702895e-01
7.890000000000006e-01	1.770022e-01
7.900000000000006e-01	1.839796e-01
7.910000000000006e-01	1.912319e-01
7.920000000000006e-01	1.987702e-01
7.930000000000006e-01	2.066056e-01
7.940000000000006e-01	2.147499e-01
7.950000000000006e-01	2.232152e-01
7.960000000000006e-01	2.320143e-01
7.970000000000006e-01	2.411601e-01
7.980000000000006e-01	2.506665e-01
7.990000000000006e-01	2.605477e-01
8.000000000000000e-01	2.708183e-01
