time	V(n001)	V(n003)
0.000000000000000e+00	0.000000e+00	0.000000e+00
2.671450453219161e-07	2.521005e-02	-1.042560e-07
5.342900906438321e-07	5.036598e-02	-2.415895e-08
8.014351359657482e-07	7.546779e-02	2.402911e-07
1.068580181287664e-06	1.005155e-01	6.890942e-07
1.335725226609580e-06	1.255090e-01	1.322250e-06
1.602870271931496e-06	1.504485e-01	2.139759e-06
1.870015317253412e-06	1.753338e-01	3.141622e-06
2.492518813914497e-06	2.327597e-01	7.366189e-06
3.280481928818913e-06	3.042758e-01	1.640349e-05
4.257044428818914e-06	3.905390e-01	3.432126e-05
5.233606928818914e-06	4.734961e-01	6.119575e-05
6.210169428818914e-06	5.524451e-01	9.907799e-05
7.186731928818914e-06	6.267174e-01	1.495235e-04
8.163294428818914e-06	6.956845e-01	2.139010e-04
9.139856928818915e-06	7.587625e-01	2.933839e-04
1.011641942881892e-05	8.154175e-01	3.889439e-04
1.109298192881892e-05	8.651698e-01	5.013459e-04
1.206954442881892e-05	9.075983e-01	6.311443e-04
1.304610692881892e-05	9.423438e-01	7.786812e-04
1.402266942881892e-05	9.691123e-01	9.440865e-04
1.499923192881892e-05	9.876770e-01	1.127279e-03
1.597579442881892e-05	9.978809e-01	1.327970e-03
1.695235692881892e-05	9.996375e-01	1.545669e-03
1.792891942881892e-05	9.929321e-01	1.779687e-03
1.890548192881892e-05	9.778212e-01	2.029148e-03
1.988204442881892e-05	9.544330e-01	2.292997e-03
2.085860692881893e-05	9.229653e-01	2.570013e-03
2.183516942881893e-05	8.836846e-01	2.858815e-03
2.281173192881893e-05	8.369234e-01	3.157885e-03
2.378829442881893e-05	7.830774e-01	3.465575e-03
2.476485692881893e-05	7.226025e-01	3.780125e-03
2.574141942881893e-05	6.560107e-01	4.099681e-03
2.671798192881893e-05	5.838657e-01	4.422311e-03
2.769454442881893e-05	5.067781e-01	4.746023e-03
2.867110692881893e-05	4.254006e-01	5.068782e-03
2.964766942881893e-05	3.404220e-01	5.388530e-03
3.062423192881893e-05	2.525616e-01	5.703208e-03
3.160079442881893e-05	1.625633e-01	6.010767e-03
3.257735692881894e-05	7.118883e-02	6.309192e-03
3.355391942881894e-05	-2.078825e-02	6.596521e-03
3.453048192881894e-05	-1.125894e-01	6.870858e-03
3.550704442881894e-05	-2.034374e-01	7.130395e-03
3.648360692881894e-05	-2.925633e-01	7.373425e-03
3.746016942881894e-05	-3.792126e-01	7.598359e-03
3.843673192881894e-05	-4.626517e-01	7.803741e-03
3.941329442881894e-05	-5.421745e-01	7.988258e-03
4.038985692881894e-05	-6.171077e-01	8.150756e-03
4.136641942881894e-05	-6.868169e-01	8.290248e-03
4.234298192881894e-05	-7.507122e-01	8.405926e-03
4.331954442881895e-05	-8.082525e-01	8.497162e-03
4.429610692881895e-05	-8.589507e-01	8.563522e-03
4.527266942881895e-05	-9.023779e-01	8.604768e-03
4.624923192881895e-05	-9.381663e-01	8.620856e-03
4.722579442881895e-05	-9.660129e-01	8.611944e-03
4.820235692881895e-05	-9.856821e-01	8.578384e-03
4.917891942881895e-05	-9.970073e-01	8.520728e-03
5.015548192881895e-05	-9.998927e-01	8.439716e-03
5.113204442881895e-05	-9.943137e-01	8.336276e-03
5.210860692881895e-05	-9.803178e-01	8.211512e-03
5.308516942881895e-05	-9.580233e-01	8.066699e-03
5.406173192881895e-05	-9.276190e-01	7.903269e-03
5.503829442881896e-05	-8.893622e-01	7.722806e-03
5.601485692881896e-05	-8.435768e-01	7.527024e-03
5.699141942881896e-05	-7.906504e-01	7.317758e-03
5.796798192881896e-05	-7.310310e-01	7.096951e-03
5.894454442881896e-05	-6.652233e-01	6.866631e-03
5.992110692881896e-05	-5.937844e-01	6.628902e-03
6.089766942881896e-05	-5.173190e-01	6.385922e-03
6.187423192881896e-05	-4.364744e-01	6.139883e-03
6.285079442881896e-05	-3.519349e-01	5.893000e-03
6.382735692881896e-05	-2.644163e-01	5.647486e-03
6.480391942881896e-05	-1.746594e-01	5.405536e-03
6.578048192881897e-05	-8.342388e-02	5.169308e-03
6.675704442881897e-05	8.517801e-03	4.940907e-03
6.773360692881897e-05	1.003874e-01	4.722365e-03
6.871016942881897e-05	1.914071e-01	4.515625e-03
6.968673192881897e-05	2.808066e-01	4.322525e-03
7.066329442881897e-05	3.678290e-01	4.144781e-03
7.163985692881897e-05	4.517377e-01	3.983978e-03
7.261641942881897e-05	5.318223e-01	3.841548e-03
7.359298192881897e-05	6.074050e-01	3.718766e-03
7.456954442881897e-05	6.778459e-01	3.616737e-03
7.554610692881897e-05	7.425486e-01	3.536383e-03
7.652266942881897e-05	8.009657e-01	3.478442e-03
7.749923192881898e-05	8.526024e-01	3.443456e-03
7.847579442881898e-05	8.970216e-01	3.431771e-03
7.945235692881898e-05	9.338474e-01	3.443532e-03
8.042891942881898e-05	9.627681e-01	3.478680e-03
8.140548192881898e-05	9.835387e-01	3.536958e-03
8.238204442881898e-05	9.959835e-01	3.617909e-03
8.335860692881898e-05	9.999971e-01	3.720879e-03
8.433516942881898e-05	9.955457e-01	3.845028e-03
8.531173192881898e-05	9.826667e-01	3.989332e-03
8.628829442881898e-05	9.614693e-01	4.152596e-03
8.726485692881898e-05	9.321329e-01	4.333461e-03
8.824141942881899e-05	8.949058e-01	4.530414e-03
8.921798192881899e-05	8.501032e-01	4.741807e-03
9.019454442881899e-05	7.981043e-01	4.965867e-03
9.117110692881899e-05	7.393494e-01	5.200712e-03
9.214766942881899e-05	6.743357e-01	5.444364e-03
9.312423192881899e-05	6.036137e-01	5.694772e-03
9.410079442881899e-05	5.277819e-01	5.949824e-03
9.507735692881899e-05	4.474824e-01	6.207368e-03
9.605391942881899e-05	3.633949e-01	6.465229e-03
9.703048192881899e-05	2.762312e-01	6.721227e-03
9.800704442881899e-05	1.867291e-01	6.973198e-03
9.898360692881899e-05	9.564635e-02	7.219008e-03
9.996016942881900e-05	3.753934e-03	7.456576e-03
1.009367319288190e-04	-8.817026e-02	7.683888e-03
1.019132944288190e-04	-1.793481e-01	7.899018e-03
1.028898569288190e-04	-2.690077e-01	8.100138e-03
1.038664194288190e-04	-3.563901e-01	8.285541e-03
1.048429819288190e-04	-4.407556e-01	8.453649e-03
1.058195444288190e-04	-5.213901e-01	8.603034e-03
1.067961069288190e-04	-5.976108e-01	8.732419e-03
1.077726694288190e-04	-6.687728e-01	8.840701e-03
1.087492319288190e-04	-7.342734e-01	8.926950e-03
1.097257944288190e-04	-7.935582e-01	8.990426e-03
1.107023569288190e-04	-8.461255e-01	9.030579e-03
1.116789194288190e-04	-8.915302e-01	9.047054e-03
1.126554819288190e-04	-9.293879e-01	9.039698e-03
1.136320444288190e-04	-9.593782e-01	9.008559e-03
1.146086069288190e-04	-9.812472e-01	8.953884e-03
1.155851694288190e-04	-9.948097e-01	8.876119e-03
1.165617319288190e-04	-9.999511e-01	8.775906e-03
1.175382944288190e-04	-9.966277e-01	8.654075e-03
1.185148569288190e-04	-9.848676e-01	8.511639e-03
1.194914194288190e-04	-9.647705e-01	8.349786e-03
1.204679819288190e-04	-9.365065e-01	8.169864e-03
1.214445444288190e-04	-9.003147e-01	7.973379e-03
1.224211069288190e-04	-8.565016e-01	7.761972e-03
1.233976694288190e-04	-8.054381e-01	7.537412e-03
1.243742319288190e-04	-7.475564e-01	7.301578e-03
1.253507944288190e-04	-6.833465e-01	7.056446e-03
1.263273569288190e-04	-6.133520e-01	6.804067e-03
1.273039194288190e-04	-5.381654e-01	6.546556e-03
1.282804819288190e-04	-4.584231e-01	6.286069e-03
1.292570444288190e-04	-3.748001e-01	6.024789e-03
1.302336069288190e-04	-2.880044e-01	5.764902e-03
1.312101694288190e-04	-1.987707e-01	5.508585e-03
1.321867319288190e-04	-1.078544e-01	5.257984e-03
1.331632944288190e-04	-1.602510e-02	5.015194e-03
1.341398569288190e-04	7.593988e-02	4.782246e-03
1.351164194288190e-04	1.672620e-01	4.561087e-03
1.360929819288190e-04	2.571683e-01	4.353563e-03
1.370695444288190e-04	3.448975e-01	4.161405e-03
1.380461069288190e-04	4.297072e-01	3.986214e-03
1.390226694288190e-04	5.108793e-01	3.829447e-03
1.399992319288190e-04	5.877267e-01	3.692403e-03
1.409757944288190e-04	6.595989e-01	3.576216e-03
1.419523569288190e-04	7.258875e-01	3.481844e-03
1.429289194288190e-04	7.860313e-01	3.410056e-03
1.439054819288190e-04	8.395213e-01	3.361436e-03
1.448820444288190e-04	8.859046e-01	3.336365e-03
1.458586069288190e-04	9.247885e-01	3.335028e-03
1.468351694288190e-04	9.558439e-01	3.357410e-03
1.478117319288190e-04	9.788079e-01	3.403293e-03
1.487882944288190e-04	9.934862e-01	3.472260e-03
1.497648569288190e-04	9.997544e-01	3.563700e-03
1.507414194288190e-04	9.975596e-01	3.676808e-03
1.517179819288190e-04	9.869202e-01	3.810601e-03
1.526945444288190e-04	9.679264e-01	3.963917e-03
1.536711069288190e-04	9.407389e-01	4.135428e-03
1.546476694288190e-04	9.055879e-01	4.323655e-03
1.556242319288190e-04	8.627710e-01	4.526975e-03
1.566007944288190e-04	8.126506e-01	4.743638e-03
1.575773569288190e-04	7.556509e-01	4.971780e-03
1.585539194288190e-04	6.922545e-01	5.209441e-03
1.595304819288190e-04	6.229980e-01	5.454581e-03
1.605070444288190e-04	5.484678e-01	5.705094e-03
1.614836069288191e-04	4.692947e-01	5.958831e-03
1.624601694288191e-04	3.861489e-01	6.213614e-03
1.634367319288191e-04	2.997343e-01	6.467257e-03
1.644132944288191e-04	2.107825e-01	6.717582e-03
1.653898569288191e-04	1.200463e-01	6.962441e-03
1.663664194288191e-04	2.829386e-02	7.199733e-03
1.673429819288191e-04	-6.369806e-02	7.427417e-03
1.683195444288191e-04	-1.551508e-01	7.643538e-03
1.692961069288191e-04	-2.452901e-01	7.846234e-03
1.702726694288191e-04	-3.333530e-01	8.033762e-03
1.712492319288191e-04	-4.185940e-01	8.204503e-03
1.722257944288191e-04	-5.002915e-01	8.356982e-03
1.732023569288191e-04	-5.777540e-01	8.489878e-03
1.741789194288191e-04	-6.503257e-01	8.602036e-03
1.751554819288191e-04	-7.173923e-01	8.692477e-03
1.761320444288191e-04	-7.783861e-01	8.760404e-03
1.771086069288191e-04	-8.327906e-01	8.805213e-03
1.780851694288191e-04	-8.801454e-01	8.826493e-03
1.790617319288191e-04	-9.200497e-01	8.824036e-03
1.800382944288191e-04	-9.521656e-01	8.797830e-03
1.810148569288191e-04	-9.762213e-01	8.748068e-03
1.819914194288191e-04	-9.920130e-01	8.675141e-03
1.829679819288191e-04	-9.994072e-01	8.579636e-03
1.839445444288191e-04	-9.983413e-01	8.462331e-03
1.849211069288191e-04	-9.888242e-01	8.324188e-03
1.858976694288191e-04	-9.709365e-01	8.166347e-03
1.868742319288191e-04	-9.448298e-01	7.990113e-03
1.878507944288191e-04	-9.107248e-01	7.796948e-03
1.888273569288191e-04	-8.689104e-01	7.588456e-03
1.898039194288191e-04	-8.197406e-01	7.366373e-03
1.907804819288191e-04	-7.636315e-01	7.132548e-03
1.917570444288191e-04	-7.010581e-01	6.888930e-03
1.927336069288191e-04	-6.325502e-01	6.637550e-03
1.937101694288191e-04	-5.586876e-01	6.380506e-03
1.946867319288191e-04	-4.800956e-01	6.119944e-03
1.956632944288191e-04	-3.974396e-01	5.858039e-03
1.966398569288191e-04	-3.114191e-01	5.596978e-03
1.976164194288191e-04	-2.227624e-01	5.338939e-03
1.985929819288191e-04	-1.322200e-01	5.086078e-03
1.995695444288191e-04	-4.055835e-02	4.840504e-03
2.005461069288191e-04	5.144664e-02	4.604266e-03
2.015226694288191e-04	1.430161e-01	4.379333e-03
2.024992319288191e-04	2.333750e-01	4.167578e-03
2.034757944288191e-04	3.217582e-01	3.970764e-03
2.044523569288191e-04	4.074178e-01	3.790527e-03
2.054289194288191e-04	4.896285e-01	3.628362e-03
2.064054819288191e-04	5.676944e-01	3.485611e-03
2.073820444288191e-04	6.409546e-01	3.363452e-03
2.083586069288191e-04	7.087891e-01	3.262889e-03
2.093351694288191e-04	7.706236e-01	3.184743e-03
2.103117319288191e-04	8.259345e-01	3.129646e-03
2.112882944288191e-04	8.742538e-01	3.098032e-03
2.122648569288191e-04	9.151725e-01	3.090140e-03
2.132414194288191e-04	9.483439e-01	3.106006e-03
2.142179819288191e-04	9.734876e-01	3.145465e-03
2.151945444288191e-04	9.903904e-01	3.208153e-03
2.161711069288191e-04	9.989095e-01	3.293510e-03
2.171476694288191e-04	9.989726e-01	3.400781e-03
2.181242319288191e-04	9.905792e-01	3.529029e-03
2.191007944288191e-04	9.738005e-01	3.677138e-03
2.200773569288191e-04	9.487783e-01	3.843824e-03
2.210539194288191e-04	9.157246e-01	4.027646e-03
2.220304819288191e-04	8.749191e-01	4.227017e-03
2.230070444288191e-04	8.267072e-01	4.440220e-03
2.239836069288191e-04	7.714971e-01	4.665419e-03
2.249601694288191e-04	7.097563e-01	4.900678e-03
2.259367319288191e-04	6.420071e-01	5.143974e-03
2.269132944288191e-04	5.688233e-01	5.393220e-03
2.278898569288191e-04	4.908243e-01	5.646274e-03
2.288664194288191e-04	4.086703e-01	5.900964e-03
2.298429819288191e-04	3.230570e-01	6.155104e-03
2.308195444288191e-04	2.347088e-01	6.406513e-03
2.317961069288191e-04	1.443739e-01	6.653032e-03
2.327726694288191e-04	5.281674e-02	6.892545e-03
2.337492319288191e-04	-3.918748e-02	7.122993e-03
2.347257944288191e-04	-1.308600e-01	7.342396e-03
2.357023569288191e-04	-2.214247e-01	7.548867e-03
2.366789194288191e-04	-3.101151e-01	7.740628e-03
2.376554819288191e-04	-3.961802e-01	7.916026e-03
2.386320444288191e-04	-4.788917e-01	8.073544e-03
2.396086069288191e-04	-5.575492e-01	8.211821e-03
2.405851694288191e-04	-6.314870e-01	8.329657e-03
2.415617319288191e-04	-7.000791e-01	8.426023e-03
2.425382944288191e-04	-7.627450e-01	8.500073e-03
2.435148569288191e-04	-8.189541e-01	8.551151e-03
2.444914194288191e-04	-8.682306e-01	8.578796e-03
2.454679819288191e-04	-9.101573e-01	8.582742e-03
2.464445444288191e-04	-9.443794e-01	8.562927e-03
2.474211069288191e-04	-9.706073e-01	8.519488e-03
2.483976694288191e-04	-9.886187e-01	8.452764e-03
2.493742319288191e-04	-9.982613e-01	8.363289e-03
2.503507944288191e-04	-9.994535e-01	8.251790e-03
2.513273569288191e-04	-9.921851e-01	8.119184e-03
2.523039194288191e-04	-9.765177e-01	7.966560e-03
2.532804819288191e-04	-9.525840e-01	7.795183e-03
2.542570444288191e-04	-9.205864e-01	7.606473e-03
2.552336069288191e-04	-8.807959e-01	7.401998e-03
2.562101694288191e-04	-8.335493e-01	7.183459e-03
2.571867319288191e-04	-7.792466e-01	6.952676e-03
2.581632944288191e-04	-7.183474e-01	6.711573e-03
2.591398569288191e-04	-6.513673e-01	6.462163e-03
2.601164194288191e-04	-5.788733e-01	6.206525e-03
2.610929819288191e-04	-5.014790e-01	5.946795e-03
2.620695444288191e-04	-4.198396e-01	5.685142e-03
2.630461069288191e-04	-3.346462e-01	5.423752e-03
2.640226694288191e-04	-2.466199e-01	5.164806e-03
2.649992319288191e-04	-1.565060e-01	4.910468e-03
2.659757944288191e-04	-6.506717e-02	4.662862e-03
2.669523569288191e-04	2.692242e-02	4.424053e-03
2.679289194288191e-04	1.186841e-01	4.196034e-03
2.689054819288191e-04	2.094411e-01	3.980706e-03
2.698820444288191e-04	2.984252e-01	3.779861e-03
2.708586069288191e-04	3.848830e-01	3.595171e-03
2.718351694288191e-04	4.680828e-01	3.428170e-03
2.728117319288191e-04	5.473201e-01	3.280242e-03
2.737882944288191e-04	6.219242e-01	3.152610e-03
2.747648569288191e-04	6.912637e-01	3.046324e-03
2.757414194288191e-04	7.547516e-01	2.962256e-03
2.767179819288191e-04	8.118502e-01	2.901088e-03
2.776945444288191e-04	8.620765e-01	2.863307e-03
2.786711069288191e-04	9.050052e-01	2.849205e-03
2.796476694288191e-04	9.402727e-01	2.858871e-03
2.806242319288191e-04	9.675808e-01	2.892195e-03
2.816007944288191e-04	9.866981e-01	2.948866e-03
2.825773569288191e-04	9.974629e-01	3.028373e-03
2.835539194288191e-04	9.997839e-01	3.130016e-03
2.845304819288191e-04	9.936416e-01	3.252904e-03
2.855070444288191e-04	9.790879e-01	3.395968e-03
2.864836069288191e-04	9.562462e-01	3.557967e-03
2.874601694288191e-04	9.253096e-01	3.737502e-03
2.884367319288191e-04	8.865401e-01	3.933024e-03
2.894132944288191e-04	8.402659e-01	4.142846e-03
2.903898569288191e-04	7.868787e-01	4.365167e-03
2.913664194288191e-04	7.268305e-01	4.598072e-03
2.923429819288191e-04	6.606295e-01	4.839563e-03
2.933195444288191e-04	5.888361e-01	5.087565e-03
2.942961069288191e-04	5.120582e-01	5.339951e-03
2.952726694288191e-04	4.309456e-01	5.594555e-03
2.962492319288191e-04	3.461850e-01	5.849192e-03
2.972257944288191e-04	2.584938e-01	6.101679e-03
2.982023569288191e-04	1.686145e-01	6.349848e-03
2.991789194288191e-04	7.730781e-02	6.591571e-03
3.001554819288191e-04	-1.465330e-02	6.824771e-03
3.011320444288191e-04	-1.064904e-01	7.047446e-03
3.021086069288191e-04	-1.974260e-01	7.257683e-03
3.030851694288191e-04	-2.866904e-01	7.453672e-03
3.040617319288191e-04	-3.735278e-01	7.633725e-03
3.050382944288192e-04	-4.572033e-01	7.796290e-03
3.060148569288192e-04	-5.370085e-01	7.939963e-03
3.069914194288192e-04	-6.122679e-01	8.063496e-03
3.079679819288192e-04	-6.823443e-01	8.165817e-03
3.089445444288192e-04	-7.466444e-01	8.246030e-03
3.099211069288192e-04	-8.046242e-01	8.303427e-03
3.108976694288192e-04	-8.557926e-01	8.337494e-03
