X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-3.000000e-01,5.000000e-04
0,0.00e+00,-2.40e-01,
1,1.58e-02,-8.00e-02,
2,1.19e-02,-1.20e-01,
3,2.77e-02,4.00e-02,
4,1.98e-02,0.00e+00,
5,3.96e-02,1.60e-01,
6,3.56e-02,1.20e-01,
7,5.15e-02,3.20e-01,
8,4.75e-02,2.40e-01,
9,6.34e-02,4.00e-01,
10,5.54e-02,3.60e-01,
11,7.52e-02,5.60e-01,
12,7.13e-02,5.20e-01,
13,8.71e-02,6.80e-01,
14,8.32e-02,6.00e-01,
15,9.50e-02,7.60e-01,
16,9.11e-02,7.20e-01,
17,1.07e-01,8.80e-01,
18,1.03e-01,8.40e-01,
19,1.19e-01,1.00e+00,
20,1.15e-01,9.60e-01,
21,1.27e-01,1.08e+00,
22,1.23e-01,1.04e+00,
23,1.35e-01,1.20e+00,
24,1.35e-01,1.16e+00,
25,1.47e-01,1.28e+00,
26,1.43e-01,1.24e+00,
27,1.54e-01,1.36e+00,
28,1.50e-01,1.32e+00,
29,1.62e-01,1.48e+00,
30,1.58e-01,1.44e+00,
31,1.66e-01,1.56e+00,
32,1.62e-01,1.52e+00,
33,1.78e-01,1.64e+00,
34,1.70e-01,1.56e+00,
35,1.82e-01,1.68e+00,
36,1.78e-01,1.64e+00,
37,1.86e-01,1.76e+00,
38,1.82e-01,1.72e+00,
39,1.90e-01,1.84e+00,
40,1.86e-01,1.76e+00,
41,1.94e-01,1.88e+00,
42,1.90e-01,1.84e+00,
43,1.94e-01,1.92e+00,
44,1.98e-01,1.84e+00,
45,1.90e-01,1.92e+00,
46,1.98e-01,1.88e+00,
47,1.94e-01,1.96e+00,
48,1.98e-01,1.96e+00,
49,1.94e-01,1.92e+00,
50,1.98e-01,1.92e+00,
51,1.94e-01,2.00e+00,
52,1.94e-01,2.00e+00,
53,1.98e-01,1.92e+00,
54,1.98e-01,1.92e+00,
55,1.90e-01,2.00e+00,
56,1.98e-01,2.00e+00,
57,1.90e-01,1.92e+00,
58,1.94e-01,1.96e+00,
59,1.86e-01,1.92e+00,
60,1.90e-01,1.96e+00,
61,1.82e-01,1.88e+00,
62,1.86e-01,1.92e+00,
63,1.78e-01,1.84e+00,
64,1.82e-01,1.92e+00,
65,1.74e-01,1.80e+00,
66,1.78e-01,1.88e+00,
67,1.62e-01,1.76e+00,
68,1.74e-01,1.80e+00,
69,1.58e-01,1.72e+00,
70,1.62e-01,1.72e+00,
71,1.50e-01,1.64e+00,
72,1.54e-01,1.68e+00,
73,1.43e-01,1.56e+00,
74,1.50e-01,1.60e+00,
75,1.35e-01,1.52e+00,
76,1.43e-01,1.56e+00,
77,1.23e-01,1.44e+00,
78,1.31e-01,1.48e+00,
79,1.15e-01,1.32e+00,
80,1.19e-01,1.36e+00,
81,1.07e-01,1.24e+00,
82,1.11e-01,1.28e+00,
83,9.11e-02,1.16e+00,
84,9.90e-02,1.20e+00,
85,8.32e-02,1.00e+00,
86,8.71e-02,1.08e+00,
87,7.13e-02,9.20e-01,
88,7.92e-02,9.60e-01,
89,5.94e-02,8.40e-01,
90,6.34e-02,8.80e-01,
91,4.75e-02,6.80e-01,
92,5.15e-02,7.60e-01,
93,3.56e-02,6.00e-01,
94,3.96e-02,6.40e-01,
95,2.38e-02,4.80e-01,
96,2.77e-02,5.20e-01,
97,1.19e-02,3.20e-01,
98,1.58e-02,4.00e-01,
99,-3.96e-03,2.40e-01,
100,3.96e-03,2.80e-01,
101,-1.58e-02,8.00e-02,
102,-7.92e-03,1.60e-01,
103,-2.38e-02,-4.00e-02,
104,-1.98e-02,4.00e-02,
105,-3.96e-02,-1.60e-01,
106,-3.56e-02,-1.20e-01,
107,-5.15e-02,-2.80e-01,
108,-4.36e-02,-2.00e-01,
109,-5.94e-02,-4.00e-01,
110,-5.54e-02,-3.20e-01,
111,-7.52e-02,-5.20e-01,
112,-7.13e-02,-4.80e-01,
113,-8.71e-02,-6.40e-01,
114,-7.92e-02,-5.60e-01,
115,-9.50e-02,-7.60e-01,
116,-9.11e-02,-7.20e-01,
117,-1.07e-01,-8.80e-01,
118,-1.03e-01,-8.00e-01,
119,-1.19e-01,-9.60e-01,
120,-1.11e-01,-9.20e-01,
121,-1.27e-01,-1.08e+00,
122,-1.19e-01,-1.04e+00,
123,-1.35e-01,-1.20e+00,
124,-1.31e-01,-1.12e+00,
125,-1.47e-01,-1.28e+00,
126,-1.39e-01,-1.20e+00,
127,-1.54e-01,-1.40e+00,
128,-1.47e-01,-1.32e+00,
