time	V(n001)	V(n003)
0.000000000000000e+00	0.000000e+00	0.000000e+00
8.103682330923250e-07	1.018546e-02	-2.925532e-07
1.620736466184650e-06	2.036736e-02	8.141778e-09
2.431104699276975e-06	3.054569e-02	9.020848e-07
3.241472932369300e-06	4.072045e-02	2.389276e-06
4.051841165461625e-06	5.089165e-02	4.469715e-06
4.862209398553950e-06	6.105929e-02	7.143403e-06
5.672577631646273e-06	7.122336e-02	1.041034e-05
6.649140131646273e-06	8.345837e-02	1.637721e-05
7.625702631646273e-06	9.568081e-02	2.424050e-05
8.602265131646272e-06	1.078888e-01	3.423407e-05
9.578827631646273e-06	1.200806e-01	4.658134e-05
1.055539013164627e-05	1.322543e-01	6.149572e-05
1.153195263164627e-05	1.444081e-01	7.918094e-05
1.250851513164628e-05	1.565402e-01	9.983144e-05
1.446164013164628e-05	1.807317e-01	1.507616e-04
1.641476513164628e-05	2.048143e-01	2.156686e-04
1.836789013164628e-05	2.287736e-01	2.958066e-04
2.129757763164628e-05	2.644497e-01	4.470246e-04
2.422726513164629e-05	2.997674e-01	6.384139e-04
2.687793477450343e-05	3.314575e-01	8.456891e-04
2.952860441736058e-05	3.626947e-01	1.093125e-03
3.217927406021772e-05	3.934791e-01	1.380722e-03
3.482994370307487e-05	4.238106e-01	1.708480e-03
3.748061334593201e-05	4.536893e-01	2.076398e-03
4.013128298878916e-05	4.831150e-01	2.484478e-03
4.278195263164630e-05	5.120879e-01	2.932718e-03
4.724623834593202e-05	5.597773e-01	3.792239e-03
5.171052406021774e-05	6.053664e-01	4.771702e-03
5.617480977450345e-05	6.488551e-01	5.871106e-03
6.063909548878917e-05	6.902436e-01	7.090451e-03
6.510338120307489e-05	7.295317e-01	8.429736e-03
6.956766691736062e-05	7.667195e-01	9.888963e-03
7.403195263164632e-05	8.018070e-01	1.146813e-02
8.017034548878919e-05	8.459232e-01	1.385085e-02
8.630873834593206e-05	8.845313e-01	1.638908e-02
9.244713120307491e-05	9.176315e-01	1.908282e-02
9.858552406021778e-05	9.452236e-01	2.193205e-02
1.047239169173606e-04	9.673077e-01	2.493680e-02
1.108623097745035e-04	9.838838e-01	2.809705e-02
1.170007026316464e-04	9.949519e-01	3.141280e-02
1.242551669173607e-04	9.996241e-01	3.548464e-02
1.315096312030749e-04	9.962619e-01	3.956020e-02
1.387640954887893e-04	9.848651e-01	4.363950e-02
1.460185597745035e-04	9.654338e-01	4.772253e-02
1.532730240602178e-04	9.379681e-01	5.180929e-02
1.605274883459321e-04	9.024678e-01	5.589978e-02
1.677819526316464e-04	8.589330e-01	5.999400e-02
1.741993633459321e-04	8.139693e-01	6.349027e-02
1.806167740602178e-04	7.646017e-01	6.681473e-02
1.870341847745036e-04	7.108303e-01	6.996740e-02
1.934515954887893e-04	6.526552e-01	7.294827e-02
1.998690062030750e-04	5.900762e-01	7.575734e-02
2.062864169173607e-04	5.230934e-01	7.839461e-02
2.127038276316464e-04	4.517068e-01	8.086009e-02
2.163310597745036e-04	4.103621e-01	8.212682e-02
2.199582919173608e-04	3.683869e-01	8.330851e-02
2.235855240602179e-04	3.257811e-01	8.440518e-02
2.272127562030750e-04	2.825447e-01	8.541681e-02
2.308399883459322e-04	2.386777e-01	8.634340e-02
2.344672204887893e-04	1.941801e-01	8.718497e-02
2.380944526316465e-04	1.490520e-01	8.794150e-02
2.396290508459322e-04	1.299387e-01	8.823181e-02
2.411636490602179e-04	1.107949e-01	8.850521e-02
2.426982472745036e-04	9.162068e-02	8.876171e-02
2.442328454887893e-04	7.241592e-02	8.900130e-02
2.457674437030751e-04	5.318066e-02	8.922398e-02
2.473020419173608e-04	3.391492e-02	8.942976e-02
2.488366401316465e-04	1.461869e-02	8.961863e-02
2.503712383459322e-04	-4.683008e-03	8.979017e-02
2.519058365602179e-04	-2.396506e-02	8.994422e-02
2.534404347745036e-04	-4.322747e-02	9.008078e-02
2.549750329887893e-04	-6.247022e-02	9.019987e-02
2.565096312030751e-04	-8.169334e-02	9.030147e-02
2.580442294173608e-04	-1.008968e-01	9.038558e-02
2.595788276316465e-04	-1.200806e-01	9.045222e-02
2.618109704887893e-04	-1.479307e-01	9.051746e-02
