time	V(n001)	V(n003)
0.000000000000000e+00	0.000000e+00	0.000000e+00
4.992047806657615e-06	3.136596e-04	-2.192738e-07
9.984095613315230e-06	6.273192e-04	1.025606e-07
1.497614341997284e-05	9.409787e-04	9.655030e-07
1.996819122663046e-05	1.254638e-03	2.369554e-06
2.496023903328807e-05	1.568297e-03	4.314712e-06
2.995228683994569e-05	1.881956e-03	6.800979e-06
3.494433464660329e-05	2.195616e-03	9.828354e-06
7.243582479641315e-05	4.551261e-03	6.575391e-05
1.124121606201888e-04	7.063006e-03	1.941299e-04
1.923648322677402e-04	1.208634e-02	6.655474e-04
3.522701755628429e-04	2.213198e-02	2.245851e-03
5.475826755628429e-04	3.439885e-02	5.132491e-03
7.428951755628428e-04	4.666053e-02	9.048319e-03
9.382076755628428e-04	5.891519e-02	1.392575e-02
1.133520175562843e-03	7.116098e-02	1.965307e-02
1.328832675562843e-03	8.339605e-02	2.613119e-02
1.524145175562843e-03	9.561856e-02	3.327227e-02
1.719457675562843e-03	1.078267e-01	4.099837e-02
1.914770175562843e-03	1.200185e-01	4.924030e-02
2.110082675562843e-03	1.321923e-01	5.793666e-02
2.500707675562843e-03	1.564784e-01	7.648057e-02
2.891332675562843e-03	1.806702e-01	9.626254e-02
3.281957675562844e-03	2.047531e-01	1.169917e-01
3.867895175562844e-03	2.406418e-01	1.493695e-01
4.453832675562845e-03	2.762043e-01	1.827785e-01
4.983966604134274e-03	3.081444e-01	2.138510e-01
5.514100532705703e-03	3.396566e-01	2.448458e-01
6.044234461277132e-03	3.707410e-01	2.757628e-01
6.574368389848561e-03	4.013975e-01	3.066021e-01
7.104502318419990e-03	4.316262e-01	3.373637e-01
7.634636246991419e-03	4.614270e-01	3.680475e-01
8.164770175562847e-03	4.907999e-01	3.986536e-01
9.448252318419986e-03	5.603375e-01	4.716177e-01
1.073173446127712e-02	6.252664e-01	5.405220e-01
1.201521660413426e-02	6.855868e-01	6.053664e-01
1.329869874699140e-02	7.412987e-01	6.661509e-01
1.458218088984854e-02	7.924019e-01	7.228756e-01
1.586566303270568e-02	8.388966e-01	7.755405e-01
1.714914517556282e-02	8.807827e-01	8.241456e-01
1.812570767556281e-02	9.083353e-01	8.570039e-01
1.910227017556281e-02	9.322840e-01	8.863987e-01
2.007883267556280e-02	9.526287e-01	9.123301e-01
2.105539517556280e-02	9.693693e-01	9.347981e-01
2.203195767556280e-02	9.825060e-01	9.538026e-01
2.300852017556280e-02	9.920387e-01	9.693437e-01
2.398508267556279e-02	9.979674e-01	9.814213e-01
2.434780588984850e-02	9.991603e-01	9.848978e-01
2.471052910413422e-02	9.998342e-01	9.878596e-01
2.507325231841993e-02	9.999890e-01	9.903069e-01
2.543597553270564e-02	9.996248e-01	9.922395e-01
2.579869874699136e-02	9.987416e-01	9.936576e-01
2.616142196127707e-02	9.973393e-01	9.945611e-01
2.652414517556278e-02	9.954181e-01	9.949499e-01
2.688686838984850e-02	9.929757e-01	9.948180e-01
2.724959160413421e-02	9.900222e-01	9.941709e-01
2.761231481841992e-02	9.865575e-01	9.930088e-01
2.797503803270563e-02	9.825818e-01	9.913316e-01
2.833776124699135e-02	9.780949e-01	9.891394e-01
2.870048446127706e-02	9.730970e-01	9.864321e-01
2.906320767556277e-02	9.675879e-01	9.832097e-01
3.001186838984849e-02	9.506024e-01	9.722061e-01
3.096052910413422e-02	9.304526e-01	9.579110e-01
3.190918981841994e-02	9.071387e-01	9.403242e-01
3.285785053270566e-02	8.806606e-01	9.194459e-01
3.380651124699138e-02	8.510182e-01	8.952759e-01
3.475517196127711e-02	8.182116e-01	8.678144e-01
3.570383267556283e-02	7.822408e-01	8.370612e-01
3.693151124699141e-02	7.310078e-01	7.923048e-01
3.815918981842000e-02	6.763017e-01	7.436290e-01
3.938686838984860e-02	6.181227e-01	6.910338e-01
4.061454696127718e-02	5.564706e-01	6.345193e-01
4.184222553270577e-02	4.913456e-01	5.740855e-01
4.306990410413436e-02	4.227476e-01	5.097323e-01
4.429758267556295e-02	3.506766e-01	4.414598e-01
4.499512731842010e-02	3.091033e-01	4.017703e-01
4.569267196127726e-02	2.671401e-01	3.615058e-01
4.639021660413441e-02	2.247869e-01	3.206662e-01
4.708776124699156e-02	1.820437e-01	2.792516e-01
4.778530588984872e-02	1.389106e-01	2.372619e-01
4.848285053270587e-02	9.538755e-02	1.946972e-01
4.918039517556302e-02	5.147453e-02	1.515575e-01
4.948731481842016e-02	3.218947e-02	1.325494e-01
4.979423446127731e-02	1.291035e-02	1.135097e-01
5.010115410413446e-02	-6.362825e-03	9.443852e-02
5.040807374699161e-02	-2.563005e-02	7.533574e-02
5.071499338984875e-02	-4.489133e-02	5.620141e-02
5.102191303270590e-02	-6.414666e-02	3.703553e-02
5.132883267556305e-02	-8.339605e-02	1.783809e-02
5.166365410413448e-02	-1.043632e-01	-3.115624e-03
5.199847553270592e-02	-1.252612e-01	-2.404483e-02
5.233329696127735e-02	-1.460899e-01	-4.494954e-02
5.266811838984878e-02	-1.668495e-01	-6.582974e-02
5.300293981842021e-02	-1.875398e-01	-8.668544e-02
