time,V(n001),V(n003)
7.60E-05,7.70E-01,3.50E-03
7.66E-05,8.07E-01,3.47E-03
7.73E-05,8.41E-01,3.44E-03
7.77E-05,8.63E-01,3.43E-03
7.81E-05,8.83E-01,3.43E-03
7.86E-05,9.01E-01,3.43E-03
7.90E-05,9.18E-01,3.43E-03
7.94E-05,9.33E-01,3.44E-03
7.99E-05,9.47E-01,3.45E-03
8.03E-05,9.60E-01,3.47E-03
8.10E-05,9.76E-01,3.51E-03
8.17E-05,9.88E-01,3.56E-03
8.24E-05,9.96E-01,3.62E-03
8.31E-05,1.00E+00,3.69E-03
8.38E-05,9.99E-01,3.77E-03
8.45E-05,9.94E-01,3.86E-03
8.52E-05,9.85E-01,3.97E-03
8.63E-05,9.60E-01,4.16E-03
8.74E-05,9.25E-01,4.37E-03
8.85E-05,8.82E-01,4.59E-03
8.97E-05,8.28E-01,4.84E-03
9.08E-05,7.66E-01,5.10E-03
9.19E-05,6.94E-01,5.37E-03
9.30E-05,6.13E-01,5.67E-03
9.37E-05,5.60E-01,5.85E-03
9.44E-05,5.06E-01,6.03E-03
9.50E-05,4.50E-01,6.21E-03
9.57E-05,3.92E-01,6.39E-03
9.64E-05,3.32E-01,6.56E-03
9.71E-05,2.70E-01,6.74E-03
9.78E-05,2.07E-01,6.92E-03
9.83E-05,1.62E-01,7.05E-03
9.85E-05,1.41E-01,7.10E-03
9.87E-05,1.20E-01,7.16E-03
9.89E-05,9.95E-02,7.22E-03
9.92E-05,7.86E-02,7.27E-03
9.94E-05,5.76E-02,7.33E-03
9.96E-05,3.66E-02,7.38E-03
9.98E-05,1.55E-02,7.44E-03
9.99E-05,6.34E-03,7.46E-03
1.00E-04,3.67E-16,7.48E-03
